feature,family,stage
role_response__Passer__time__opponent6__closest_time,role_response,research
role_response__Passer__fraction__opponent6__closest_time,role_response,research
role_response__Passer__level__opponent6__closest_distance,role_response,research
role_response__Passer__time__opponent6__closest_distance,role_response,research
role_response__Passer__fraction__opponent6__closest_distance,role_response,research
role_response__Passer__level__opponent6__ball_distance_advantage,role_response,research
role_response__Passer__time__opponent6__ball_distance_advantage,role_response,research
role_response__Passer__fraction__opponent6__ball_distance_advantage,role_response,research
role_response__Passer__level__receiver1__dx,role_response,research
role_response__Passer__time__receiver1__dx,role_response,research
role_response__Passer__fraction__receiver1__dx,role_response,research
role_response__Passer__level__receiver1__dy,role_response,research
role_response__Passer__time__receiver1__dy,role_response,research
role_response__Passer__fraction__receiver1__dy,role_response,research
role_response__Passer__level__receiver1__distance,role_response,research
role_response__Passer__time__receiver1__distance,role_response,research
role_response__Passer__fraction__receiver1__distance,role_response,research
role_response__Passer__level__receiver1__dvx,role_response,research
role_response__Passer__time__receiver1__dvx,role_response,research
role_response__Passer__fraction__receiver1__dvx,role_response,research
role_response__Passer__level__receiver1__dvy,role_response,research
role_response__Passer__time__receiver1__dvy,role_response,research
role_response__Passer__fraction__receiver1__dvy,role_response,research
role_response__Passer__level__receiver1__closing_speed,role_response,research
role_response__Passer__time__receiver1__closing_speed,role_response,research
role_response__Passer__fraction__receiver1__closing_speed,role_response,research
role_response__Passer__level__receiver1__closest_time,role_response,research
role_response__Passer__time__receiver1__closest_time,role_response,research
role_response__Passer__fraction__receiver1__closest_time,role_response,research
role_response__Passer__level__receiver1__closest_distance,role_response,research
role_response__Passer__time__receiver1__closest_distance,role_response,research
role_response__Passer__fraction__receiver1__closest_distance,role_response,research
role_response__Passer__level__receiver1__ball_distance_advantage,role_response,research
role_response__Passer__time__receiver1__ball_distance_advantage,role_response,research
role_response__Passer__fraction__receiver1__ball_distance_advantage,role_response,research
role_response__Passer__level__passer1__dx,role_response,research
role_response__Passer__time__passer1__dx,role_response,research
role_response__Passer__fraction__passer1__dx,role_response,research
role_response__Passer__level__passer1__dy,role_response,research
role_response__Passer__time__passer1__dy,role_response,research
role_response__Passer__fraction__passer1__dy,role_response,research
role_response__Passer__level__passer1__distance,role_response,research
role_response__Passer__time__passer1__distance,role_response,research
role_response__Passer__fraction__passer1__distance,role_response,research
role_response__Passer__level__passer1__dvx,role_response,research
role_response__Passer__time__passer1__dvx,role_response,research
role_response__Passer__fraction__passer1__dvx,role_response,research
role_response__Passer__level__passer1__dvy,role_response,research
role_response__Passer__time__passer1__dvy,role_response,research
role_response__Passer__fraction__passer1__dvy,role_response,research
role_response__Passer__level__passer1__closing_speed,role_response,research
role_response__Passer__time__passer1__closing_speed,role_response,research
role_response__Passer__fraction__passer1__closing_speed,role_response,research
role_response__Passer__level__passer1__closest_time,role_response,research
role_response__Passer__time__passer1__closest_time,role_response,research
role_response__Passer__fraction__passer1__closest_time,role_response,research
role_response__Passer__level__passer1__closest_distance,role_response,research
role_response__Passer__time__passer1__closest_distance,role_response,research
role_response__Passer__fraction__passer1__closest_distance,role_response,research
role_response__Passer__level__passer1__ball_distance_advantage,role_response,research
role_response__Passer__time__passer1__ball_distance_advantage,role_response,research
role_response__Passer__fraction__passer1__ball_distance_advantage,role_response,research
geometry__teammate1__projected_dx,projected_geometry,research
geometry__teammate1__projected_dy,projected_geometry,research
geometry__teammate1__projected_distance,projected_geometry,research
geometry__teammate1__projected_closing,projected_geometry,research
geometry__teammate1__landing_longitudinal,projected_geometry,research
geometry__teammate1__landing_lateral,projected_geometry,research
geometry__teammate1__arrival_distance,projected_geometry,research
geometry__teammate2__projected_dx,projected_geometry,research
geometry__teammate2__projected_dy,projected_geometry,research
geometry__teammate2__projected_distance,projected_geometry,research
geometry__teammate2__projected_closing,projected_geometry,research
geometry__teammate2__landing_longitudinal,projected_geometry,research
geometry__teammate2__landing_lateral,projected_geometry,research
geometry__teammate2__arrival_distance,projected_geometry,research
geometry__teammate3__projected_dx,projected_geometry,research
geometry__teammate3__projected_dy,projected_geometry,research
geometry__teammate3__projected_distance,projected_geometry,research
geometry__teammate3__projected_closing,projected_geometry,research
geometry__teammate3__landing_longitudinal,projected_geometry,research
geometry__teammate3__landing_lateral,projected_geometry,research
geometry__teammate3__arrival_distance,projected_geometry,research
geometry__teammate4__projected_dx,projected_geometry,research
